Galaxy: NGC 1566
ID: 174, (2198.49, 2285.37)
ID: 272, (4341.85, 2548.08)
ID: 557, (3395.2, 3177.68)
ID: 613, (1642.33, 3235.73)
ID: 706, (4589.82, 3522.79)
ID: 880, (3570.21, 4045.4)
ID: 997, (5033.12, 4495.42)
ID: 1031, (3467.56, 4633.49)
ID: 1050, (3661.09, 4805.97)
ID: 1053, (3865.03, 4831.74)
ID: 1054, (4865.66, 4841.28)
ID: 1067, (1911.92, 4991.01)
ID: 1070, (3090.13, 5024.38)
